Candidate_ID,Candidate_Age,Candidate_Gender,Candidate_Marital_Status,Candidate_Highest_Degree,Candidate_Field_of_Study,Candidate_Institution_of_Graduation,Candidate_Research_Areas,Candidate_Relevant_Projects,Candidate_Publications_Count,Candidate_Work_Experience,Candidate_Specific_Roles_Held,Candidate_Industry_Experience,Candidate_Technical_Skills,Candidate_Certifications,Candidate_Achievements_Awards,Candidate_Career_Goals,Candidate_Desired_Specialization
Candidate_310,44,Non-binary,Single,MSc,Electrical Engineering,Stanford,Cybersecurity,Project C,17,18,Data Scientist,19,Java,None,Best Intern Award,Pursue a PhD,Machine Learning
Candidate_311,32,Non-binary,Married,MSc,Computer Science,Harvard,AI,Project A,8,2,Research Assistant,6,C++,AWS Certified,Employee of the Month,Pursue a PhD,Blockchain
Candidate_312,45,Non-binary,Single,PhD,Mechanical Engineering,MIT,Cybersecurity,Project C,6,26,Software Engineer,13,Python,None,Best Intern Award,Become a Senior Engineer,Blockchain
Candidate_313,48,Male,Married,BSc,Computer Science,MIT,Cloud Computing,Project B,33,26,Research Assistant,2,C++,None,Employee of the Month,Lead a Research Team,Quantum Computing
Candidate_314,29,Male,Single,PhD,Computer Science,MIT,AI,Project C,23,21,Software Engineer,30,C++,Cisco Certified,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_315,30,Non-binary,Single,MSc,Mechanical Engineering,Stanford,Cybersecurity,Project A,0,5,Data Scientist,18,C++,Cisco Certified,Best Intern Award,Pursue a PhD,Quantum Computing
Candidate_316,33,Male,Single,MSc,Electrical Engineering,Harvard,Cybersecurity,Project B,8,9,Software Engineer,17,C++,Cisco Certified,Best Intern Award,Pursue a PhD,Machine Learning
Candidate_317,33,Male,Single,BSc,Mechanical Engineering,Stanford,Cloud Computing,Project C,31,26,Software Engineer,9,Python,Cisco Certified,Best Intern Award,Lead a Research Team,Machine Learning
Candidate_318,37,Non-binary,Single,BSc,Electrical Engineering,MIT,Cloud Computing,Project A,19,7,Research Assistant,12,Java,Cisco Certified,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_319,29,Non-binary,Single,PhD,Mechanical Engineering,MIT,Cloud Computing,Project A,41,11,Software Engineer,19,Python,AWS Certified,None,Become a Senior Engineer,Blockchain
Candidate_320,35,Non-binary,Married,MSc,Electrical Engineering,MIT,Cybersecurity,Project C,32,26,Software Engineer,6,Java,AWS Certified,None,Become a Senior Engineer,Quantum Computing
Candidate_321,28,Male,Single,MSc,Electrical Engineering,Harvard,AI,Project B,7,3,Software Engineer,14,C++,AWS Certified,Best Intern Award,Lead a Research Team,Blockchain
Candidate_322,31,Non-binary,Married,PhD,Electrical Engineering,Harvard,AI,Project B,4,24,Data Scientist,8,Python,AWS Certified,Employee of the Month,Pursue a PhD,Quantum Computing
Candidate_323,31,Female,Married,MSc,Mechanical Engineering,MIT,Cybersecurity,Project C,38,4,Research Assistant,28,Java,None,Best Intern Award,Become a Senior Engineer,Blockchain
Candidate_324,44,Female,Married,BSc,Computer Science,Harvard,Cloud Computing,Project B,26,5,Research Assistant,19,Python,None,Employee of the Month,Pursue a PhD,Blockchain
Candidate_325,45,Male,Married,MSc,Electrical Engineering,MIT,AI,Project C,49,6,Data Scientist,25,Python,Cisco Certified,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_326,50,Male,Married,PhD,Computer Science,Harvard,AI,Project A,44,6,Research Assistant,4,Java,Cisco Certified,None,Pursue a PhD,Quantum Computing
Candidate_327,36,Male,Married,BSc,Electrical Engineering,MIT,Cloud Computing,Project A,3,26,Data Scientist,13,Python,None,None,Become a Senior Engineer,Machine Learning
Candidate_328,50,Non-binary,Married,PhD,Mechanical Engineering,Harvard,AI,Project A,36,12,Software Engineer,8,C++,None,Employee of the Month,Lead a Research Team,Blockchain
Candidate_329,41,Male,Married,BSc,Computer Science,Harvard,Cybersecurity,Project C,44,25,Research Assistant,30,Python,AWS Certified,Best Intern Award,Become a Senior Engineer,Blockchain
Candidate_330,26,Non-binary,Married,BSc,Mechanical Engineering,Stanford,Cybersecurity,Project B,28,25,Research Assistant,3,Java,None,Employee of the Month,Become a Senior Engineer,Blockchain
Candidate_331,34,Female,Married,BSc,Electrical Engineering,Stanford,AI,Project C,47,13,Research Assistant,16,C++,AWS Certified,None,Pursue a PhD,Quantum Computing
Candidate_332,42,Male,Single,PhD,Computer Science,Stanford,Cloud Computing,Project A,40,13,Research Assistant,13,C++,AWS Certified,None,Lead a Research Team,Quantum Computing
Candidate_333,41,Non-binary,Single,BSc,Computer Science,Stanford,Cybersecurity,Project B,8,22,Research Assistant,11,Python,AWS Certified,Best Intern Award,Become a Senior Engineer,Machine Learning
Candidate_334,48,Female,Married,PhD,Computer Science,Harvard,Cloud Computing,Project A,12,1,Software Engineer,8,Python,None,Employee of the Month,Lead a Research Team,Quantum Computing
Candidate_335,32,Female,Single,PhD,Mechanical Engineering,Stanford,Cybersecurity,Project C,9,14,Research Assistant,7,C++,Cisco Certified,Best Intern Award,Lead a Research Team,Quantum Computing
Candidate_336,37,Male,Single,MSc,Electrical Engineering,Stanford,Cloud Computing,Project C,2,12,Data Scientist,22,Java,AWS Certified,Best Intern Award,Become a Senior Engineer,Machine Learning
Candidate_337,35,Male,Single,BSc,Electrical Engineering,Harvard,AI,Project A,20,4,Data Scientist,15,Python,Cisco Certified,Best Intern Award,Pursue a PhD,Blockchain
Candidate_338,32,Female,Single,MSc,Mechanical Engineering,MIT,Cybersecurity,Project B,45,6,Research Assistant,7,Python,None,Employee of the Month,Become a Senior Engineer,Quantum Computing
Candidate_339,35,Male,Married,MSc,Computer Science,Stanford,Cloud Computing,Project B,31,6,Software Engineer,27,Python,Cisco Certified,Employee of the Month,Become a Senior Engineer,Machine Learning
Candidate_340,24,Female,Single,MSc,Electrical Engineering,Stanford,Cybersecurity,Project A,2,25,Data Scientist,25,C++,None,Best Intern Award,Become a Senior Engineer,Machine Learning
Candidate_341,27,Female,Married,BSc,Electrical Engineering,Harvard,AI,Project C,19,5,Software Engineer,22,Java,AWS Certified,Employee of the Month,Lead a Research Team,Quantum Computing
Candidate_342,34,Female,Single,MSc,Electrical Engineering,Stanford,Cybersecurity,Project A,20,11,Software Engineer,11,C++,AWS Certified,Best Intern Award,Lead a Research Team,Blockchain
Candidate_343,26,Non-binary,Single,PhD,Mechanical Engineering,MIT,Cloud Computing,Project C,37,15,Research Assistant,20,Python,None,None,Become a Senior Engineer,Machine Learning
Candidate_344,48,Male,Single,MSc,Electrical Engineering,Harvard,AI,Project B,27,28,Research Assistant,15,C++,Cisco Certified,Employee of the Month,Become a Senior Engineer,Blockchain
Candidate_345,45,Male,Married,MSc,Mechanical Engineering,Harvard,Cybersecurity,Project A,19,22,Research Assistant,30,Java,None,None,Pursue a PhD,Blockchain
Candidate_346,26,Female,Single,MSc,Electrical Engineering,Stanford,Cloud Computing,Project A,38,3,Data Scientist,9,C++,Cisco Certified,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_347,25,Female,Single,MSc,Computer Science,MIT,Cloud Computing,Project C,7,10,Research Assistant,30,Python,Cisco Certified,Employee of the Month,Pursue a PhD,Quantum Computing
Candidate_348,32,Female,Single,MSc,Mechanical Engineering,MIT,AI,Project C,9,27,Research Assistant,2,C++,AWS Certified,Best Intern Award,Pursue a PhD,Machine Learning
Candidate_349,29,Non-binary,Married,MSc,Electrical Engineering,Stanford,AI,Project B,43,3,Software Engineer,28,C++,None,None,Lead a Research Team,Machine Learning
Candidate_350,47,Female,Married,MSc,Electrical Engineering,MIT,AI,Project A,34,9,Data Scientist,15,Python,Cisco Certified,None,Become a Senior Engineer,Machine Learning
Candidate_351,40,Male,Married,MSc,Mechanical Engineering,MIT,Cloud Computing,Project B,50,19,Data Scientist,4,Java,Cisco Certified,Employee of the Month,Become a Senior Engineer,Blockchain
Candidate_352,41,Non-binary,Single,PhD,Computer Science,MIT,AI,Project B,22,7,Software Engineer,2,Java,AWS Certified,None,Pursue a PhD,Quantum Computing
Candidate_353,38,Female,Single,BSc,Electrical Engineering,MIT,AI,Project A,20,6,Software Engineer,13,C++,AWS Certified,None,Pursue a PhD,Quantum Computing
Candidate_354,22,Male,Single,BSc,Mechanical Engineering,Stanford,AI,Project A,45,18,Data Scientist,19,Python,AWS Certified,Best Intern Award,Pursue a PhD,Machine Learning
Candidate_355,47,Non-binary,Married,BSc,Mechanical Engineering,MIT,AI,Project C,0,26,Software Engineer,14,C++,AWS Certified,Best Intern Award,Pursue a PhD,Quantum Computing
Candidate_356,28,Female,Married,PhD,Electrical Engineering,MIT,Cybersecurity,Project B,2,28,Data Scientist,6,Python,None,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_357,34,Non-binary,Married,BSc,Mechanical Engineering,Stanford,AI,Project C,13,12,Research Assistant,19,Python,Cisco Certified,None,Become a Senior Engineer,Quantum Computing
Candidate_358,46,Female,Married,BSc,Computer Science,MIT,Cloud Computing,Project B,41,5,Research Assistant,8,Python,AWS Certified,None,Become a Senior Engineer,Quantum Computing
Candidate_359,31,Non-binary,Married,PhD,Computer Science,MIT,Cybersecurity,Project B,4,15,Research Assistant,17,Python,None,None,Become a Senior Engineer,Blockchain
Candidate_360,40,Female,Married,MSc,Mechanical Engineering,MIT,Cloud Computing,Project C,27,3,Data Scientist,21,Java,AWS Certified,Employee of the Month,Become a Senior Engineer,Machine Learning
Candidate_361,31,Female,Single,MSc,Electrical Engineering,MIT,AI,Project C,34,5,Data Scientist,16,Java,AWS Certified,Employee of the Month,Pursue a PhD,Machine Learning
Candidate_362,41,Non-binary,Single,PhD,Computer Science,Stanford,Cybersecurity,Project C,43,2,Software Engineer,9,C++,None,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_363,24,Non-binary,Single,PhD,Computer Science,MIT,AI,Project B,18,15,Data Scientist,14,C++,Cisco Certified,Best Intern Award,Pursue a PhD,Quantum Computing
Candidate_364,29,Female,Married,PhD,Computer Science,Stanford,Cybersecurity,Project C,8,8,Software Engineer,15,C++,Cisco Certified,Best Intern Award,Lead a Research Team,Machine Learning
Candidate_365,46,Male,Single,BSc,Electrical Engineering,Harvard,AI,Project B,4,11,Software Engineer,24,Java,Cisco Certified,None,Pursue a PhD,Quantum Computing
Candidate_366,46,Male,Married,MSc,Computer Science,MIT,AI,Project A,26,17,Data Scientist,30,Java,AWS Certified,Employee of the Month,Pursue a PhD,Blockchain
Candidate_367,41,Female,Married,BSc,Computer Science,Harvard,Cybersecurity,Project B,22,19,Data Scientist,30,Python,Cisco Certified,Best Intern Award,Lead a Research Team,Machine Learning
Candidate_368,37,Non-binary,Single,PhD,Computer Science,Stanford,Cybersecurity,Project C,3,28,Data Scientist,5,C++,AWS Certified,Best Intern Award,Lead a Research Team,Blockchain
Candidate_369,29,Non-binary,Single,PhD,Computer Science,Harvard,AI,Project A,30,19,Software Engineer,6,Python,None,Employee of the Month,Become a Senior Engineer,Quantum Computing
Candidate_370,43,Female,Married,MSc,Computer Science,Stanford,Cybersecurity,Project A,45,9,Research Assistant,21,C++,Cisco Certified,None,Lead a Research Team,Quantum Computing
Candidate_371,33,Non-binary,Single,PhD,Mechanical Engineering,MIT,AI,Project C,12,27,Software Engineer,25,Python,AWS Certified,None,Become a Senior Engineer,Blockchain
Candidate_372,23,Male,Married,MSc,Electrical Engineering,MIT,Cloud Computing,Project C,14,29,Research Assistant,26,Java,None,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_373,33,Female,Married,PhD,Electrical Engineering,MIT,Cloud Computing,Project C,21,12,Software Engineer,16,Python,None,Best Intern Award,Pursue a PhD,Quantum Computing
Candidate_374,34,Non-binary,Single,MSc,Computer Science,Harvard,AI,Project B,35,8,Research Assistant,29,C++,None,Best Intern Award,Pursue a PhD,Blockchain
Candidate_375,32,Female,Single,BSc,Electrical Engineering,MIT,Cybersecurity,Project C,47,6,Research Assistant,21,Java,Cisco Certified,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_376,47,Male,Married,PhD,Computer Science,Harvard,AI,Project A,35,20,Software Engineer,19,Java,None,None,Become a Senior Engineer,Machine Learning
Candidate_377,33,Non-binary,Single,PhD,Computer Science,Stanford,Cloud Computing,Project C,31,22,Data Scientist,11,C++,Cisco Certified,None,Lead a Research Team,Quantum Computing
Candidate_378,45,Female,Single,MSc,Computer Science,Harvard,AI,Project A,26,2,Software Engineer,17,C++,Cisco Certified,Best Intern Award,Become a Senior Engineer,Machine Learning
Candidate_379,50,Female,Single,PhD,Electrical Engineering,MIT,AI,Project B,17,7,Software Engineer,30,Python,None,None,Become a Senior Engineer,Machine Learning
Candidate_380,28,Male,Married,BSc,Mechanical Engineering,Harvard,Cybersecurity,Project B,43,5,Software Engineer,17,Java,Cisco Certified,None,Pursue a PhD,Machine Learning
Candidate_381,34,Non-binary,Single,PhD,Computer Science,Harvard,Cybersecurity,Project A,7,7,Software Engineer,11,Java,None,Best Intern Award,Pursue a PhD,Blockchain
Candidate_382,35,Female,Single,MSc,Electrical Engineering,MIT,Cybersecurity,Project B,50,17,Data Scientist,29,Python,Cisco Certified,Employee of the Month,Lead a Research Team,Blockchain
Candidate_383,40,Female,Married,PhD,Computer Science,MIT,AI,Project B,36,17,Software Engineer,9,C++,Cisco Certified,Employee of the Month,Pursue a PhD,Blockchain
Candidate_384,27,Female,Married,PhD,Electrical Engineering,Stanford,AI,Project C,38,18,Data Scientist,1,C++,AWS Certified,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_385,23,Female,Single,BSc,Computer Science,Stanford,AI,Project B,45,24,Data Scientist,11,Python,Cisco Certified,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_386,49,Non-binary,Single,BSc,Electrical Engineering,MIT,Cloud Computing,Project C,24,17,Software Engineer,22,C++,None,Employee of the Month,Pursue a PhD,Quantum Computing
Candidate_387,41,Non-binary,Married,PhD,Computer Science,MIT,Cybersecurity,Project B,45,3,Data Scientist,3,C++,AWS Certified,Best Intern Award,Become a Senior Engineer,Blockchain
Candidate_388,31,Non-binary,Single,BSc,Electrical Engineering,Harvard,Cloud Computing,Project C,30,22,Research Assistant,14,Java,None,Employee of the Month,Pursue a PhD,Quantum Computing
Candidate_389,32,Female,Married,MSc,Computer Science,Harvard,AI,Project C,10,13,Software Engineer,19,Java,AWS Certified,Best Intern Award,Become a Senior Engineer,Blockchain
Candidate_390,43,Male,Single,BSc,Computer Science,MIT,AI,Project B,32,26,Research Assistant,4,Python,AWS Certified,Employee of the Month,Pursue a PhD,Machine Learning
Candidate_391,37,Male,Married,BSc,Computer Science,Stanford,AI,Project B,3,22,Data Scientist,21,Java,None,Best Intern Award,Lead a Research Team,Machine Learning
Candidate_392,50,Non-binary,Single,MSc,Computer Science,Harvard,Cloud Computing,Project B,30,2,Research Assistant,16,Java,None,Employee of the Month,Lead a Research Team,Quantum Computing
Candidate_393,27,Male,Single,PhD,Mechanical Engineering,MIT,Cloud Computing,Project C,29,15,Software Engineer,6,Python,None,Employee of the Month,Become a Senior Engineer,Machine Learning
Candidate_394,27,Male,Married,BSc,Mechanical Engineering,MIT,AI,Project C,24,25,Research Assistant,27,C++,AWS Certified,None,Lead a Research Team,Blockchain
Candidate_395,35,Male,Married,BSc,Electrical Engineering,Stanford,AI,Project C,45,10,Software Engineer,4,Python,AWS Certified,Employee of the Month,Pursue a PhD,Blockchain
Candidate_396,50,Non-binary,Single,MSc,Computer Science,Harvard,AI,Project B,0,9,Research Assistant,3,C++,Cisco Certified,None,Pursue a PhD,Quantum Computing
Candidate_397,41,Male,Married,PhD,Computer Science,Harvard,AI,Project A,18,8,Software Engineer,22,C++,None,Employee of the Month,Pursue a PhD,Blockchain
Candidate_398,45,Non-binary,Married,PhD,Electrical Engineering,Stanford,Cloud Computing,Project C,1,14,Research Assistant,5,Python,AWS Certified,Employee of the Month,Pursue a PhD,Machine Learning
Candidate_399,50,Male,Married,MSc,Mechanical Engineering,MIT,AI,Project B,8,29,Research Assistant,5,C++,None,None,Lead a Research Team,Blockchain
Candidate_400,45,Male,Single,BSc,Computer Science,Stanford,AI,Project A,8,21,Data Scientist,26,C++,Cisco Certified,Best Intern Award,Lead a Research Team,Quantum Computing
Candidate_401,41,Female,Single,PhD,Mechanical Engineering,Stanford,Cloud Computing,Project C,13,10,Software Engineer,6,Java,Cisco Certified,Best Intern Award,Lead a Research Team,Quantum Computing
Candidate_402,34,Male,Married,BSc,Mechanical Engineering,MIT,Cloud Computing,Project B,36,28,Data Scientist,1,Python,AWS Certified,None,Become a Senior Engineer,Machine Learning
Candidate_403,46,Male,Single,BSc,Electrical Engineering,MIT,AI,Project B,18,8,Data Scientist,25,Java,AWS Certified,None,Become a Senior Engineer,Blockchain
Candidate_404,31,Male,Single,BSc,Electrical Engineering,Harvard,Cybersecurity,Project C,32,5,Data Scientist,15,Java,None,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_405,22,Male,Single,BSc,Mechanical Engineering,Harvard,Cloud Computing,Project C,0,5,Software Engineer,23,Python,Cisco Certified,Employee of the Month,Lead a Research Team,Blockchain
Candidate_406,36,Non-binary,Single,PhD,Electrical Engineering,MIT,Cybersecurity,Project C,16,5,Research Assistant,11,Python,Cisco Certified,Employee of the Month,Lead a Research Team,Blockchain
Candidate_407,32,Male,Married,PhD,Electrical Engineering,Harvard,Cybersecurity,Project C,0,24,Data Scientist,16,Python,AWS Certified,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_408,39,Male,Married,MSc,Computer Science,Stanford,AI,Project A,43,25,Software Engineer,2,Python,None,Employee of the Month,Pursue a PhD,Blockchain
Candidate_409,25,Male,Single,BSc,Mechanical Engineering,Stanford,AI,Project B,46,1,Software Engineer,7,Python,None,Best Intern Award,Pursue a PhD,Blockchain
Candidate_410,36,Female,Single,BSc,Computer Science,Harvard,Cybersecurity,Project B,3,3,Data Scientist,21,Java,Cisco Certified,Employee of the Month,Become a Senior Engineer,Blockchain
Candidate_411,34,Female,Married,MSc,Mechanical Engineering,Harvard,Cloud Computing,Project A,15,30,Software Engineer,10,Python,None,None,Lead a Research Team,Quantum Computing
Candidate_412,35,Female,Married,MSc,Electrical Engineering,Harvard,Cybersecurity,Project B,0,7,Software Engineer,15,C++,None,None,Become a Senior Engineer,Machine Learning
Candidate_413,49,Female,Single,MSc,Computer Science,Harvard,AI,Project C,23,19,Research Assistant,12,Python,AWS Certified,None,Pursue a PhD,Machine Learning
Candidate_414,22,Male,Married,PhD,Computer Science,MIT,AI,Project B,31,6,Research Assistant,29,Java,None,Best Intern Award,Lead a Research Team,Quantum Computing
Candidate_415,50,Non-binary,Married,MSc,Mechanical Engineering,MIT,Cybersecurity,Project A,23,3,Research Assistant,6,Java,AWS Certified,Employee of the Month,Become a Senior Engineer,Blockchain
Candidate_416,22,Non-binary,Married,BSc,Mechanical Engineering,MIT,AI,Project A,42,1,Research Assistant,23,Python,Cisco Certified,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_417,27,Non-binary,Single,BSc,Electrical Engineering,Harvard,Cloud Computing,Project C,48,17,Research Assistant,20,Python,Cisco Certified,None,Lead a Research Team,Quantum Computing
Candidate_418,32,Non-binary,Single,BSc,Mechanical Engineering,MIT,AI,Project B,39,27,Software Engineer,8,C++,Cisco Certified,Employee of the Month,Become a Senior Engineer,Quantum Computing
Candidate_419,39,Non-binary,Single,MSc,Electrical Engineering,Stanford,AI,Project C,42,11,Data Scientist,17,Python,None,Best Intern Award,Become a Senior Engineer,Machine Learning
Candidate_420,42,Female,Married,PhD,Mechanical Engineering,Harvard,Cloud Computing,Project A,10,30,Data Scientist,2,C++,None,None,Lead a Research Team,Machine Learning
Candidate_421,47,Male,Married,BSc,Electrical Engineering,Harvard,Cybersecurity,Project C,18,10,Data Scientist,27,C++,None,None,Lead a Research Team,Quantum Computing
Candidate_422,48,Non-binary,Single,MSc,Computer Science,Harvard,Cloud Computing,Project C,8,23,Software Engineer,23,Java,AWS Certified,Best Intern Award,Become a Senior Engineer,Blockchain
Candidate_423,23,Non-binary,Married,PhD,Electrical Engineering,MIT,AI,Project A,49,27,Research Assistant,7,Python,AWS Certified,Employee of the Month,Pursue a PhD,Blockchain
Candidate_424,45,Male,Single,BSc,Mechanical Engineering,Harvard,AI,Project C,25,15,Software Engineer,8,Python,AWS Certified,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_425,48,Female,Married,PhD,Mechanical Engineering,Stanford,AI,Project A,14,8,Software Engineer,24,Java,Cisco Certified,Employee of the Month,Pursue a PhD,Machine Learning
Candidate_426,48,Male,Married,MSc,Mechanical Engineering,Stanford,Cybersecurity,Project C,0,13,Data Scientist,24,C++,AWS Certified,None,Become a Senior Engineer,Machine Learning
Candidate_427,27,Male,Married,PhD,Electrical Engineering,MIT,AI,Project C,37,13,Software Engineer,4,Python,None,Employee of the Month,Lead a Research Team,Blockchain
Candidate_428,38,Male,Married,MSc,Electrical Engineering,MIT,Cloud Computing,Project C,41,5,Research Assistant,5,Python,Cisco Certified,Employee of the Month,Lead a Research Team,Blockchain
Candidate_429,26,Non-binary,Single,PhD,Mechanical Engineering,Harvard,AI,Project B,19,8,Data Scientist,28,Java,AWS Certified,Best Intern Award,Lead a Research Team,Machine Learning
Candidate_430,47,Non-binary,Single,MSc,Mechanical Engineering,MIT,Cloud Computing,Project A,5,7,Data Scientist,9,C++,None,None,Lead a Research Team,Quantum Computing
Candidate_431,36,Male,Married,MSc,Computer Science,MIT,Cloud Computing,Project C,2,12,Data Scientist,2,Python,None,Employee of the Month,Lead a Research Team,Quantum Computing
Candidate_432,32,Male,Married,PhD,Electrical Engineering,Stanford,Cloud Computing,Project B,13,9,Research Assistant,10,Java,None,Best Intern Award,Lead a Research Team,Quantum Computing
Candidate_433,35,Non-binary,Single,BSc,Electrical Engineering,MIT,AI,Project B,38,9,Software Engineer,5,C++,AWS Certified,Employee of the Month,Pursue a PhD,Blockchain
Candidate_434,23,Female,Married,MSc,Computer Science,MIT,Cloud Computing,Project C,47,17,Software Engineer,11,C++,None,Best Intern Award,Become a Senior Engineer,Machine Learning
Candidate_435,46,Male,Married,MSc,Computer Science,Stanford,Cloud Computing,Project C,34,14,Research Assistant,27,Java,AWS Certified,None,Lead a Research Team,Blockchain
Candidate_436,40,Male,Married,PhD,Computer Science,Harvard,Cloud Computing,Project A,27,24,Research Assistant,4,Python,AWS Certified,None,Pursue a PhD,Machine Learning
Candidate_437,47,Female,Single,BSc,Mechanical Engineering,MIT,Cloud Computing,Project A,9,20,Research Assistant,25,Java,Cisco Certified,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_438,23,Male,Married,MSc,Electrical Engineering,Stanford,Cybersecurity,Project A,4,4,Research Assistant,14,C++,AWS Certified,None,Lead a Research Team,Quantum Computing
Candidate_439,46,Male,Married,PhD,Electrical Engineering,MIT,Cloud Computing,Project C,6,2,Research Assistant,1,Python,None,Employee of the Month,Pursue a PhD,Machine Learning
Candidate_440,41,Male,Single,PhD,Electrical Engineering,Stanford,AI,Project C,31,5,Data Scientist,9,Java,Cisco Certified,None,Lead a Research Team,Quantum Computing
Candidate_441,47,Male,Single,BSc,Computer Science,MIT,Cloud Computing,Project B,17,5,Data Scientist,8,Python,Cisco Certified,None,Become a Senior Engineer,Machine Learning
Candidate_442,43,Male,Single,MSc,Electrical Engineering,Harvard,AI,Project A,44,14,Software Engineer,4,C++,None,Employee of the Month,Pursue a PhD,Quantum Computing
Candidate_443,35,Non-binary,Single,PhD,Mechanical Engineering,MIT,AI,Project A,23,11,Data Scientist,12,Java,None,Employee of the Month,Pursue a PhD,Quantum Computing
Candidate_444,50,Non-binary,Married,BSc,Electrical Engineering,Stanford,Cybersecurity,Project B,44,30,Data Scientist,19,Java,None,Employee of the Month,Become a Senior Engineer,Blockchain
Candidate_445,27,Male,Married,BSc,Electrical Engineering,Stanford,AI,Project C,17,25,Data Scientist,2,Python,AWS Certified,Best Intern Award,Lead a Research Team,Blockchain
Candidate_446,43,Male,Married,BSc,Electrical Engineering,Harvard,Cybersecurity,Project A,30,14,Data Scientist,28,Python,None,Best Intern Award,Become a Senior Engineer,Machine Learning
Candidate_447,47,Male,Married,BSc,Computer Science,Harvard,AI,Project B,40,8,Research Assistant,22,C++,AWS Certified,Employee of the Month,Lead a Research Team,Machine Learning
Candidate_448,38,Female,Married,MSc,Computer Science,Harvard,Cloud Computing,Project B,28,18,Data Scientist,20,C++,Cisco Certified,None,Pursue a PhD,Quantum Computing
Candidate_449,48,Female,Single,PhD,Mechanical Engineering,Harvard,Cybersecurity,Project B,10,11,Data Scientist,10,C++,AWS Certified,None,Lead a Research Team,Machine Learning
Candidate_450,45,Non-binary,Single,MSc,Computer Science,Harvard,Cloud Computing,Project B,6,26,Software Engineer,23,Python,AWS Certified,Employee of the Month,Lead a Research Team,Blockchain
Candidate_451,39,Male,Single,PhD,Computer Science,MIT,AI,Project B,32,17,Software Engineer,26,Python,Cisco Certified,Employee of the Month,Pursue a PhD,Machine Learning
Candidate_452,24,Non-binary,Married,PhD,Computer Science,Harvard,Cybersecurity,Project C,44,16,Research Assistant,28,C++,None,Best Intern Award,Pursue a PhD,Quantum Computing
Candidate_453,44,Female,Single,PhD,Mechanical Engineering,MIT,Cybersecurity,Project B,8,19,Research Assistant,2,Java,Cisco Certified,Employee of the Month,Become a Senior Engineer,Blockchain
Candidate_454,36,Non-binary,Single,BSc,Computer Science,MIT,AI,Project A,30,28,Software Engineer,18,Python,Cisco Certified,None,Become a Senior Engineer,Quantum Computing
Candidate_455,46,Female,Married,MSc,Computer Science,MIT,AI,Project B,12,19,Data Scientist,23,C++,Cisco Certified,None,Become a Senior Engineer,Machine Learning
Candidate_456,44,Male,Single,MSc,Computer Science,Harvard,Cloud Computing,Project B,0,20,Data Scientist,24,C++,AWS Certified,Best Intern Award,Pursue a PhD,Machine Learning
Candidate_457,23,Male,Single,MSc,Mechanical Engineering,Stanford,Cloud Computing,Project B,4,30,Software Engineer,28,C++,None,None,Become a Senior Engineer,Quantum Computing
Candidate_458,46,Female,Single,PhD,Electrical Engineering,Stanford,Cloud Computing,Project A,34,22,Software Engineer,6,Java,AWS Certified,None,Lead a Research Team,Machine Learning
Candidate_459,34,Non-binary,Married,PhD,Mechanical Engineering,MIT,Cloud Computing,Project B,36,18,Data Scientist,24,Python,None,Employee of the Month,Lead a Research Team,Blockchain
Candidate_460,45,Male,Single,MSc,Computer Science,Stanford,Cloud Computing,Project B,1,17,Data Scientist,25,Java,None,None,Become a Senior Engineer,Quantum Computing
Candidate_461,27,Non-binary,Married,PhD,Computer Science,Stanford,AI,Project C,33,15,Software Engineer,5,Java,AWS Certified,None,Lead a Research Team,Machine Learning
Candidate_462,34,Male,Married,BSc,Electrical Engineering,Stanford,Cybersecurity,Project A,6,13,Software Engineer,21,C++,AWS Certified,Employee of the Month,Pursue a PhD,Blockchain
Candidate_463,38,Non-binary,Married,PhD,Mechanical Engineering,MIT,Cloud Computing,Project A,50,26,Software Engineer,14,Python,AWS Certified,Best Intern Award,Lead a Research Team,Blockchain
Candidate_464,39,Female,Married,BSc,Computer Science,Harvard,Cloud Computing,Project A,16,10,Research Assistant,3,C++,Cisco Certified,Best Intern Award,Become a Senior Engineer,Quantum Computing
Candidate_465,37,Male,Single,PhD,Mechanical Engineering,Stanford,AI,Project C,32,4,Research Assistant,5,Python,Cisco Certified,Best Intern Award,Lead a Research Team,Blockchain
Candidate_466,28,Male,Single,MSc,Electrical Engineering,MIT,Cloud Computing,Project B,39,10,Software Engineer,6,C++,AWS Certified,Best Intern Award,Lead a Research Team,Blockchain
Candidate_467,40,Non-binary,Married,PhD,Mechanical Engineering,Harvard,Cybersecurity,Project C,45,9,Software Engineer,6,Python,None,None,Lead a Research Team,Blockchain
